Date,Magasin,PDV,Numéro d'équipe,Type,Employé,Commentaire,Montant
30/10/2019 21:22,Esprit Sushi Fribourg,Caisse principal 3,421,Payout,Propriétaire,Courses,20.00
30/10/2019 21:08,Esprit Sushi Fribourg,Terminal mobile,476,Payout,Propriétaire,"Pourboire carte ",3.60
29/10/2019 21:07,Esprit Sushi Fribourg,Terminal mobile,475,Payout,Propriétaire,Erreur comptage ouverture,100.00
28/10/2019 18:41,Esprit Sushi Fribourg,Caisse principal 3,419,Entrée,Propriétaire,Monnaie,40.00
28/10/2019 15:47,Esprit Sushi Fribourg,Caisse principal 3,419,Payout,Propriétaire,Postfinance,180.00
28/10/2019 15:47,Esprit Sushi Fribourg,Terminal mobile,474,Payout,Propriétaire,"Postfinance ",600.00
27/10/2019 15:40,Esprit Sushi Fribourg,Terminal mobile,473,Payout,Propriétaire,"Courses ",50.00
25/10/2019 14:07,Esprit Sushi Fribourg,Caisse principal 3,416,Payout,Propriétaire,Courses,20.00
24/10/2019 15:42,Esprit Sushi Fribourg,Caisse principal 3,415,Payout,Propriétaire,Courses,40.00
23/10/2019 22:20,Esprit Sushi Fribourg,Caisse principal 3,414,Payout,Propriétaire,"Monnaie ",10.00
23/10/2019 22:17,Esprit Sushi Fribourg,Caisse principal 3,414,Payout,Propriétaire,"Courses ",50.00
23/10/2019 16:25,Esprit Sushi Fribourg,Caisse principal 3,414,Payout,Propriétaire,"Monnaie pour porte-monnaie ",20.00
23/10/2019 16:25,Esprit Sushi Fribourg,Terminal mobile,467,Entrée,Propriétaire,Monnaie,20.00
23/10/2019 15:31,Esprit Sushi Fribourg,Terminal mobile,467,Payout,Propriétaire,"Postfinance ",300.00
22/10/2019 14:30,Esprit Sushi Fribourg,Terminal mobile,465,Payout,Propriétaire,"Postfinance ",300.00
21/10/2019 22:18,Esprit Sushi Fribourg,Caisse principal 3,412,Payout,Propriétaire,"Postfinance ",250.00
20/10/2019 18:03,Esprit Sushi Fribourg,Caisse principal 3,411,Entrée,Propriétaire,Euro du porte monnaie,50.00
20/10/2019 18:02,Esprit Sushi Fribourg,Terminal mobile,463,Payout,Propriétaire,Euros vers caisse,50.00
20/10/2019 17:30,Esprit Sushi Fribourg,Caisse principal 3,411,Payout,Propriétaire,Sortie caisse,20.00
18/10/2019 22:54,Esprit Sushi Fribourg,Caisse principal 3,409,Payout,Propriétaire,"Postfinance ",300.00
18/10/2019 22:51,Esprit Sushi Fribourg,Terminal mobile,462,Payout,Propriétaire,"Postfinance ",500.00
16/10/2019 19:36,Esprit Sushi Fribourg,Caisse principal 3,407,Entrée,Propriétaire,Solde veille,518.90
16/10/2019 19:36,Esprit Sushi Fribourg,Caisse principal 3,407,Entrée,Propriétaire,"Erreur avant de ",545.70
16/10/2019 19:36,Esprit Sushi Fribourg,Caisse principal 3,407,Payout,Propriétaire,,545.70
14/10/2019 22:55,Esprit Sushi Fribourg,Caisse principal 3,405,Payout,Propriétaire,"Postfinance ",100.00
14/10/2019 18:01,Esprit Sushi Fribourg,Caisse principal 3,405,Entrée,Propriétaire,,100.00
14/10/2019 18:01,Esprit Sushi Fribourg,Terminal mobile,458,Payout,Propriétaire,,100.00
13/10/2019 22:37,Esprit Sushi Fribourg,Caisse principal 3,404,Payout,Propriétaire,"Postfinance ",400.00
13/10/2019 17:59,Esprit Sushi Fribourg,Caisse principal 3,404,Entrée,Propriétaire,,300.00
13/10/2019 17:59,Esprit Sushi Fribourg,Terminal mobile,457,Payout,Propriétaire,,300.00
12/10/2019 09:25,Esprit Sushi Fribourg,Terminal mobile,455,Payout,Propriétaire,"Postfinance ",340.00
10/10/2019 21:28,Esprit Sushi Fribourg,Terminal mobile,453,Entrée,Propriétaire,Erreur,1.00
07/10/2019 21:38,Esprit Sushi Fribourg,Terminal mobile,450,Payout,Propriétaire,Essence,43.20
07/10/2019 18:09,Esprit Sushi Fribourg,Terminal mobile,450,Payout,Propriétaire,,300.00
06/10/2019 23:33,Esprit Sushi Fribourg,Caisse principal 3,398,Payout,Propriétaire,"Postfinance ",900.00
06/10/2019 21:52,Esprit Sushi Fribourg,Caisse principal 3,397,Entrée,Propriétaire,"Depuis porte-monnaie ",300.00
05/10/2019 23:03,Esprit Sushi Fribourg,Caisse principal 3,396,Payout,Propriétaire,,6.80
05/10/2019 23:02,Esprit Sushi Fribourg,Caisse principal 3,396,Entrée,Propriétaire,,3.00
05/10/2019 23:02,Esprit Sushi Fribourg,Caisse principal 3,396,Payout,Propriétaire,Pourboire carte,3.00
05/10/2019 18:07,Esprit Sushi Fribourg,Terminal mobile,448,Payout,Propriétaire,,300.00
05/10/2019 18:06,Esprit Sushi Fribourg,Caisse principal 3,396,Entrée,Propriétaire,,300.00
04/10/2019 12:54,Esprit Sushi Fribourg,Terminal mobile,446,Payout,Propriétaire,"Postfinance ",200.00
04/10/2019 12:53,Esprit Sushi Fribourg,Caisse principal 3,394,Payout,Propriétaire,"Postfinance ",400.00
02/10/2019 22:31,Esprit Sushi Fribourg,Terminal mobile,444,Payout,Propriétaire,"Postfinance ",200.00
02/10/2019 22:06,Esprit Sushi Fribourg,Caisse principal 3,392,Entrée,Propriétaire,"De porte-monnaie ",200.00
30/09/2019 18:04,Esprit Sushi Fribourg,Terminal mobile,442,Payout,Propriétaire,,200.00
29/09/2019 22:03,Esprit Sushi Fribourg,Caisse principal 3,389,Payout,Propriétaire,"Postfinance ",700.00
29/09/2019 21:34,Esprit Sushi Fribourg,Caisse principal 3,389,Entrée,Propriétaire,"De porte-monnaie ",200.00
29/09/2019 21:33,Esprit Sushi Fribourg,Caisse principal 3,389,Payout,Propriétaire,"Erreur argent rentré ",80.00
29/09/2019 14:30,Esprit Sushi Fribourg,Caisse principal 3,389,Entrée,Propriétaire,Oubli,20.00
29/09/2019 14:29,Esprit Sushi Fribourg,Caisse principal 3,389,Entrée,Propriétaire,"From porte-monnaie ",420.00
28/09/2019 22:03,Esprit Sushi Fribourg,Terminal mobile,440,Payout,Propriétaire,"Caisse ",400.00
27/09/2019 14:27,Esprit Sushi Fribourg,Caisse principal 3,387,Payout,Propriétaire,"Postfinance ",100.00
27/09/2019 14:22,Esprit Sushi Fribourg,Terminal mobile,435,Payout,Propriétaire,"Postfinance ",100.00
25/09/2019 15:46,Esprit Sushi Fribourg,Caisse principal 3,385,Entrée,Propriétaire,Erreur retrait veille,2.00
25/09/2019 10:14,Esprit Sushi Fribourg,Caisse principal 3,384,Payout,Propriétaire,"Courses ",222.00
24/09/2019 18:20,Esprit Sushi Fribourg,Caisse principal 3,383,Entrée,Propriétaire,,100.00
24/09/2019 18:19,Esprit Sushi Fribourg,Terminal mobile,432,Payout,Propriétaire,,100.00
23/09/2019 14:54,Esprit Sushi Fribourg,Caisse principal 3,382,Payout,Propriétaire,"Postfinance ",300.00
23/09/2019 14:54,Esprit Sushi Fribourg,Terminal mobile,430,Payout,Propriétaire,"Postfinance ",200.00
22/09/2019 09:50,Esprit Sushi Fribourg,Caisse principal 3,382,Entrée,Propriétaire,"Monnaie et ",5.00
21/09/2019 13:10,Esprit Sushi Fribourg,Terminal mobile,427,Entrée,Propriétaire,"Monnaie ",20.00
21/09/2019 13:06,Esprit Sushi Fribourg,Terminal mobile,427,Entrée,Propriétaire,"Monnaie ",20.00
21/09/2019 13:05,Esprit Sushi Fribourg,Terminal mobile,427,Payout,Propriétaire,"Postfinance ",180.00
20/09/2019 22:07,Esprit Sushi Fribourg,Caisse principal 3,381,Payout,Propriétaire,Courses,80.00
20/09/2019 20:23,Esprit Sushi Fribourg,Terminal mobile,426,Payout,Propriétaire,"Pourboire carte ",1.00
20/09/2019 16:07,Esprit Sushi Fribourg,Terminal mobile,426,Payout,Propriétaire,"Monnaie pour caisse ",100.00
20/09/2019 16:06,Esprit Sushi Fribourg,Caisse principal 3,380,Entrée,Propriétaire,Monnaies from pm,100.00
19/09/2019 15:46,Esprit Sushi Fribourg,Caisse principal 3,380,Payout,Propriétaire,"Courses ",240.00
19/09/2019 15:45,Esprit Sushi Fribourg,Terminal mobile,424,Payout,Propriétaire,"Courses ",160.00
16/09/2019 15:30,Esprit Sushi Fribourg,Caisse principal 3,376,Payout,Propriétaire,"Courses ",100.00
16/09/2019 15:29,Esprit Sushi Fribourg,Terminal mobile,420,Payout,Propriétaire,"Postfinance ",440.00
15/09/2019 22:29,Esprit Sushi Fribourg,Caisse principal 3,376,Payout,Propriétaire,"Pourboire carte ",3.00
14/09/2019 14:01,Esprit Sushi Fribourg,Terminal mobile,418,Payout,Propriétaire,"Courses ",50.00
14/09/2019 13:15,Esprit Sushi Fribourg,Caisse principal 3,374,Payout,Propriétaire,Courses,100.00
13/09/2019 22:06,Esprit Sushi Fribourg,Caisse principal 3,374,Payout,Propriétaire,"Erreur attribution paiement ",20.00
13/09/2019 21:29,Esprit Sushi Fribourg,Terminal mobile,417,Payout,Propriétaire,Pourboire carte,1.50
13/09/2019 19:36,Esprit Sushi Fribourg,Caisse principal 3,374,Entrée,Propriétaire,Erreur cash et pas par carte,20.00
13/09/2019 16:20,Esprit Sushi Fribourg,Caisse principal 3,374,Payout,Propriétaire,Courses,100.00
11/09/2019 21:54,Esprit Sushi Fribourg,Caisse principal 3,373,Payout,Propriétaire,"Courses ",80.00
10/09/2019 15:49,Esprit Sushi Fribourg,Caisse principal 3,372,Payout,Propriétaire,"Courses ",10.00
09/09/2019 14:37,Esprit Sushi Fribourg,Caisse principal 3,371,Payout,Propriétaire,,200.00
09/09/2019 14:34,Esprit Sushi Fribourg,Terminal mobile,413,Payout,Propriétaire,"Postfinance ",600.00
08/09/2019 21:20,Esprit Sushi Fribourg,Terminal mobile,412,Payout,Propriétaire,Oubli carte de fidelité pleine kvelashvili,10.00
06/09/2019 15:56,Esprit Sushi Fribourg,Caisse principal 3,368,Payout,Propriétaire,"Postfinance de ",440.00
04/09/2019 18:03,Esprit Sushi Fribourg,Terminal mobile,408,Payout,Propriétaire,,200.00
04/09/2019 18:02,Esprit Sushi Fribourg,Caisse principal 3,366,Entrée,Propriétaire,,200.00
04/09/2019 14:40,Esprit Sushi Fribourg,Caisse principal 3,366,Payout,Propriétaire,"Postfinance ",200.00
03/09/2019 18:10,Esprit Sushi Fribourg,Caisse principal 3,366,Entrée,Propriétaire,,100.00
03/09/2019 18:10,Esprit Sushi Fribourg,Terminal mobile,406,Payout,Propriétaire,,100.00
02/09/2019 14:14,Esprit Sushi Fribourg,Caisse principal 3,365,Entrée,Propriétaire,"Monnaie ",9.00
02/09/2019 14:11,Esprit Sushi Fribourg,Terminal mobile,405,Payout,Propriétaire,Courses,200.00
02/09/2019 14:10,Esprit Sushi Fribourg,Caisse principal 3,365,Payout,Propriétaire,"Courses ",200.00
01/09/2019 17:27,Esprit Sushi Fribourg,Caisse principal 3,363,Payout,Propriétaire,Cours3s,75.00
30/08/2019 22:38,Esprit Sushi Fribourg,Caisse principal 3,361,Payout,Propriétaire,"Postfinance ",200.00
30/08/2019 22:38,Esprit Sushi Fribourg,Terminal mobile,403,Payout,Propriétaire,"Postfinance ",400.00
30/08/2019 22:01,Esprit Sushi Fribourg,Terminal mobile,402,Payout,Propriétaire,"Remboursement ",34.50
30/08/2019 22:01,Esprit Sushi Fribourg,Caisse principal 3,361,Entrée,Propriétaire,"Remboursement on y arrive ",69.00
30/08/2019 22:00,Esprit Sushi Fribourg,Caisse principal 3,361,Payout,Propriétaire,"Erreur remboursement par portefeuille ",34.50
28/08/2019 21:58,Esprit Sushi Fribourg,Caisse principal 3,359,Payout,Propriétaire,"Postfinance ",400.00
28/08/2019 21:57,Esprit Sushi Fribourg,Terminal mobile,400,Payout,Propriétaire,"Postfinance ",300.00
28/08/2019 15:27,Esprit Sushi Fribourg,Caisse principal 3,358,Payout,Propriétaire,"Courses ",15.00
27/08/2019 21:37,Esprit Sushi Fribourg,Caisse principal 3,357,Entrée,Propriétaire,"Monney ",20.00
27/08/2019 21:37,Esprit Sushi Fribourg,Caisse principal 3,357,Payout,Propriétaire,"Monnaie ",10.00
27/08/2019 21:37,Esprit Sushi Fribourg,Terminal mobile,398,Payout,Propriétaire,,10.00
27/08/2019 18:08,Esprit Sushi Fribourg,Caisse principal 3,357,Entrée,Propriétaire,,100.00
27/08/2019 18:07,Esprit Sushi Fribourg,Terminal mobile,398,Payout,Propriétaire,,100.00
26/08/2019 14:31,Esprit Sushi Fribourg,Terminal mobile,397,Payout,Propriétaire,"Postfinance ",200.00
25/08/2019 19:01,Esprit Sushi Fribourg,Caisse principal 3,355,Payout,Propriétaire,"Pourboire Carte ",0.50
25/08/2019 11:13,Esprit Sushi Fribourg,Terminal mobile,396,Payout,Propriétaire,"Postfinance ",600.00
24/08/2019 22:57,Esprit Sushi Fribourg,Caisse principal 3,354,Payout,Propriétaire,Courses,50.00
23/08/2019 22:20,Esprit Sushi Fribourg,Caisse principal 3,354,Payout,Propriétaire,"Courses ",60.00
23/08/2019 14:47,Esprit Sushi Fribourg,Caisse principal 3,354,Payout,Propriétaire,"Lessive ",20.00
22/08/2019 22:23,Esprit Sushi Fribourg,Caisse principal 3,353,Payout,Propriétaire,"Course ",10.00
22/08/2019 20:23,Esprit Sushi Fribourg,Terminal mobile,393,Payout,Propriétaire,"Lavage ",5.00
22/08/2019 14:02,Esprit Sushi Fribourg,Caisse principal 3,352,Payout,Propriétaire,"Postfinance ",260.00
22/08/2019 14:01,Esprit Sushi Fribourg,Terminal mobile,392,Payout,Propriétaire,"Postfinance ",140.00
21/08/2019 18:10,Esprit Sushi Fribourg,Terminal mobile,391,Payout,Propriétaire,,200.00
21/08/2019 18:10,Esprit Sushi Fribourg,Caisse principal 3,351,Entrée,Propriétaire,,200.00
19/08/2019 21:39,Esprit Sushi Fribourg,Terminal mobile,389,Payout,Propriétaire,"Erreur comptage début ",2.00
19/08/2019 21:38,Esprit Sushi Fribourg,Terminal mobile,389,Payout,Propriétaire,Erreur comptage,8.00
19/08/2019 15:34,Esprit Sushi Fribourg,Caisse principal 3,349,Entrée,Propriétaire,"Monnaie ",90.00
19/08/2019 15:31,Esprit Sushi Fribourg,Terminal mobile,389,Entrée,Propriétaire,"Monnaie ",50.00
14/07/2019 23:40,Esprit Sushi Fribourg,Terminal mobile,388,Payout,Propriétaire,"Postfinance ",550.00
14/07/2019 23:38,Esprit Sushi Fribourg,Caisse principal 3,348,Payout,Propriétaire,"Postfinance ",400.00
13/07/2019 19:10,Esprit Sushi Fribourg,Caisse principal 3,346,Entrée,Propriétaire,"Porte-monnaie ",200.00
13/07/2019 19:10,Esprit Sushi Fribourg,Terminal mobile,386,Payout,Propriétaire,Caisae,200.00
12/07/2019 23:06,Esprit Sushi Fribourg,Caisse principal 3,345,Payout,Propriétaire,Courses,20.00
12/07/2019 11:24,Esprit Sushi Fribourg,Caisse principal 3,344,Payout,Propriétaire,"Postfinance ",500.00
12/07/2019 11:24,Esprit Sushi Fribourg,Terminal mobile,384,Payout,Propriétaire,Caisse,300.00
11/07/2019 21:47,Esprit Sushi Fribourg,Caisse principal 3,343,Entrée,Propriétaire,Depuis porte monnaie,300.00
09/07/2019 15:12,Esprit Sushi Fribourg,Terminal mobile,380,Payout,Propriétaire,"Postfinance ",150.00
08/07/2019 15:03,Esprit Sushi Fribourg,Caisse principal 3,340,Payout,Propriétaire,"Postfinance ",1000.00
08/07/2019 15:03,Esprit Sushi Fribourg,Terminal mobile,378,Payout,Propriétaire,"Postfinance ",400.00
07/07/2019 21:44,Esprit Sushi Fribourg,Terminal mobile,377,Entrée,Propriétaire,"Erreur : par espèces ",10.00
07/07/2019 20:48,Esprit Sushi Fribourg,Caisse principal 3,339,Payout,Propriétaire,Erreur : par carte pas cash,20.00
06/07/2019 22:41,Esprit Sushi Fribourg,Caisse principal 3,338,Entrée,Propriétaire,Depuis porte monnaie,660.00
06/07/2019 22:37,Esprit Sushi Fribourg,Terminal mobile,376,Payout,Propriétaire,Vers caisse,660.00
05/07/2019 22:46,Esprit Sushi Fribourg,Caisse principal 3,337,Payout,Propriétaire,Courses,50.00
04/07/2019 21:55,Esprit Sushi Fribourg,Caisse principal 3,336,Payout,Propriétaire,Courses,50.00
04/07/2019 18:00,Esprit Sushi Fribourg,Terminal mobile,374,Payout,Propriétaire,"Postfinance ",400.00
01/07/2019 18:00,Esprit Sushi Fribourg,Terminal mobile,371,Payout,Propriétaire,"Postfinance ",340.00
30/06/2019 23:09,Esprit Sushi Fribourg,Terminal mobile,370,Payout,Propriétaire,Parking + coop,5.20
30/06/2019 15:35,Esprit Sushi Fribourg,Caisse principal 3,331,Payout,Propriétaire,Courses,50.00
29/06/2019 15:52,Esprit Sushi Fribourg,Caisse principal 3,330,Payout,Propriétaire,Courses,40.00
28/06/2019 21:47,Esprit Sushi Fribourg,Terminal mobile,368,Payout,Propriétaire,Pourboire,1.50
28/06/2019 16:21,Esprit Sushi Fribourg,Caisse principal 3,328,Payout,Propriétaire,Courses,50.00
27/06/2019 16:36,Esprit Sushi Fribourg,Caisse principal 3,328,Payout,Propriétaire,"Courses ",10.00
26/06/2019 13:56,Esprit Sushi Fribourg,Caisse principal 3,326,Payout,Propriétaire,Postfinance,300.00
26/06/2019 13:56,Esprit Sushi Fribourg,Caisse principal 3,326,Entrée,Propriétaire,Caisse,300.00
26/06/2019 13:54,Esprit Sushi Fribourg,Caisse principal 3,326,Payout,Propriétaire,"Postfinance ",100.00
25/06/2019 22:16,Esprit Sushi Fribourg,Terminal mobile,365,Payout,Propriétaire,"Caisse ",300.00
25/06/2019 14:47,Esprit Sushi Fribourg,Caisse principal 3,326,Payout,Propriétaire,Courses,20.00
24/06/2019 17:56,Esprit Sushi Fribourg,Terminal mobile,364,Payout,Propriétaire,Postfinance,500.00
23/06/2019 22:34,Esprit Sushi Fribourg,Caisse principal 3,324,Payout,Propriétaire,Erreur pas cash mais par carte,8.20
22/06/2019 14:58,Esprit Sushi Fribourg,Terminal mobile,361,Payout,Propriétaire,"Courses ",100.00
21/06/2019 14:57,Esprit Sushi Fribourg,Caisse principal 3,322,Payout,Propriétaire,"Courses ",50.00
20/06/2019 22:10,Esprit Sushi Fribourg,Caisse principal 3,321,Payout,Propriétaire,Course,40.00
20/06/2019 16:25,Esprit Sushi Fribourg,Caisse principal 3,321,Payout,Propriétaire,Annif,100.00
19/06/2019 16:28,Esprit Sushi Fribourg,Caisse principal 3,320,Payout,Propriétaire,"Courses ",40.00
18/06/2019 19:45,Esprit Sushi Fribourg,Terminal mobile,357,Payout,Propriétaire,"Essence ",40.00
18/06/2019 11:43,Esprit Sushi Fribourg,Caisse principal 3,318,Payout,Propriétaire,Courses,100.00
17/06/2019 21:18,Esprit Sushi Fribourg,Caisse principal 3,317,Entrée,Propriétaire,Depuis porte monnaie,100.00
17/06/2019 21:15,Esprit Sushi Fribourg,Terminal mobile,356,Payout,Propriétaire,Vers caisse,100.00
17/06/2019 21:14,Esprit Sushi Fribourg,Terminal mobile,356,Payout,Propriétaire,Pourboire carte,1.10
17/06/2019 14:18,Esprit Sushi Fribourg,Caisse principal 3,317,Payout,Propriétaire,"Postfinance ",700.00
17/06/2019 14:17,Esprit Sushi Fribourg,Terminal mobile,356,Payout,Propriétaire,"Caisse ",400.00
16/06/2019 22:28,Esprit Sushi Fribourg,Caisse principal 3,316,Entrée,Propriétaire,"Porte-monnaie ",400.00
15/06/2019 13:48,Esprit Sushi Fribourg,Caisse principal 3,314,Payout,Propriétaire,"Postfinance ",420.00
14/06/2019 22:15,Esprit Sushi Fribourg,Caisse principal 3,313,Payout,Propriétaire,Courses,40.00
14/06/2019 22:15,Esprit Sushi Fribourg,Caisse principal 3,313,Entrée,Propriétaire,"Porte-monnaie ",200.00
14/06/2019 22:15,Esprit Sushi Fribourg,Terminal mobile,354,Payout,Propriétaire,"Caisse ",200.00
14/06/2019 14:29,Esprit Sushi Fribourg,Caisse principal 3,313,Payout,Propriétaire,Courses,40.00
13/06/2019 21:14,Esprit Sushi Fribourg,Caisse principal 3,312,Payout,Propriétaire,Courses,20.00
11/06/2019 15:39,Esprit Sushi Fribourg,Caisse principal 3,310,Payout,Propriétaire,"Postfinance ",200.00
10/06/2019 21:25,Esprit Sushi Fribourg,Caisse principal 3,309,Entrée,Propriétaire,Depuis porte-monnaie,200.00
10/06/2019 21:24,Esprit Sushi Fribourg,Terminal mobile,347,Payout,Propriétaire,Vers caisse,200.00
10/06/2019 15:43,Esprit Sushi Fribourg,Terminal mobile,346,Payout,Propriétaire,"Postfinance ",400.00
10/06/2019 15:41,Esprit Sushi Fribourg,Caisse principal 3,308,Payout,Propriétaire,"Postfinance ",300.00
08/06/2019 12:50,Esprit Sushi Fribourg,Terminal mobile,343,Payout,Propriétaire,"Postfinance ",400.00
08/06/2019 12:49,Esprit Sushi Fribourg,Caisse principal 3,306,Entrée,Propriétaire,"Monnaie ",200.00
05/06/2019 23:03,Esprit Sushi Fribourg,Caisse principal 3,304,Payout,Propriétaire,Courses,200.00
05/06/2019 21:28,Esprit Sushi Fribourg,Terminal mobile,340,Payout,Propriétaire,"Pourboire carte ",2.00
05/06/2019 19:36,Esprit Sushi Fribourg,Terminal mobile,340,Payout,Propriétaire,"Erreur comptage Dario ",18.00
05/06/2019 18:17,Esprit Sushi Fribourg,Terminal mobile,340,Payout,Propriétaire,Vers postfinance,100.00
03/06/2019 16:02,Esprit Sushi Fribourg,Terminal mobile,338,Payout,Propriétaire,"Postfinance ",400.00
03/06/2019 15:45,Esprit Sushi Fribourg,Caisse principal 3,303,Entrée,Propriétaire,Monnaie,54.00
03/06/2019 15:45,Esprit Sushi Fribourg,Caisse principal 3,303,Payout,Propriétaire,"Postfinance ",200.00
01/06/2019 21:41,Esprit Sushi Fribourg,Terminal mobile,336,Payout,Propriétaire,"Pourboire carte ",1.90
01/06/2019 15:01,Esprit Sushi Fribourg,Caisse principal 3,301,Payout,Propriétaire,"Postfinance ",300.00
01/06/2019 14:58,Esprit Sushi Fribourg,Terminal mobile,335,Payout,Propriétaire,,220.00
01/06/2019 14:45,Esprit Sushi Fribourg,Caisse principal 3,301,Payout,Propriétaire,Courses,50.00
31/05/2019 15:58,Esprit Sushi Fribourg,Terminal mobile,334,Payout,Propriétaire,"Courses ",40.00
30/05/2019 22:26,Esprit Sushi Fribourg,Caisse principal 3,300,Payout,Propriétaire,Courses,10.00
30/05/2019 20:31,Esprit Sushi Fribourg,Caisse principal 3,300,Payout,Propriétaire,"Frais de Livraison rembourse Laura prato ",1.00
30/05/2019 14:36,Esprit Sushi Fribourg,Caisse principal 3,300,Payout,Propriétaire,"Courses ",100.00
28/05/2019 16:25,Esprit Sushi Fribourg,Caisse principal 3,298,Payout,Propriétaire,"Postfinance ",60.00
28/05/2019 14:33,Esprit Sushi Fribourg,Terminal mobile,330,Payout,Propriétaire,"Postfinance ",40.00
27/05/2019 16:04,Esprit Sushi Fribourg,Terminal mobile,329,Payout,Propriétaire,"Postfinance ",300.00
27/05/2019 16:01,Esprit Sushi Fribourg,Caisse principal 3,297,Payout,Propriétaire,"Postfinance ",200.00
25/05/2019 14:17,Esprit Sushi Fribourg,Caisse principal 3,294,Payout,Propriétaire,Courses,120.00
24/05/2019 18:22,Esprit Sushi Fribourg,Terminal mobile,326,Payout,Propriétaire,Sortie porte monnaie,100.00
24/05/2019 14:02,Esprit Sushi Fribourg,Caisse principal 3,293,Payout,Propriétaire,"Postfinance ",800.00
23/05/2019 21:47,Esprit Sushi Fribourg,Terminal mobile,325,Payout,Propriétaire,Perdu ?,5.00
23/05/2019 18:06,Esprit Sushi Fribourg,Terminal mobile,325,Payout,Propriétaire,Caisse,500.00
23/05/2019 16:01,Esprit Sushi Fribourg,Caisse principal 3,292,Entrée,Propriétaire,"Porte-monnaie ",400.00
23/05/2019 16:00,Esprit Sushi Fribourg,Caisse principal 3,292,Payout,Propriétaire,Courses,24.00
22/05/2019 22:31,Esprit Sushi Fribourg,Caisse principal 3,291,Payout,Propriétaire,Courses,40.00
22/05/2019 18:00,Esprit Sushi Fribourg,Caisse principal 3,291,Entrée,Propriétaire,"Porte-monnaie ",300.00
22/05/2019 17:58,Esprit Sushi Fribourg,Terminal mobile,324,Payout,Propriétaire,Caisse,300.00
22/05/2019 14:58,Esprit Sushi Fribourg,Caisse principal 3,291,Payout,Propriétaire,Courses,50.00
19/05/2019 22:06,Esprit Sushi Fribourg,Caisse principal 3,288,Payout,Propriétaire,"Postfinance ",600.00
19/05/2019 18:03,Esprit Sushi Fribourg,Terminal mobile,321,Payout,Propriétaire,To the caisse,300.00
19/05/2019 18:03,Esprit Sushi Fribourg,Caisse principal 3,288,Entrée,Propriétaire,"From The porte-monnaie ",300.00
17/05/2019 13:34,Esprit Sushi Fribourg,Caisse principal 3,286,Payout,Propriétaire,"Postfinance ",800.00
16/05/2019 22:15,Esprit Sushi Fribourg,Terminal mobile,318,Payout,Propriétaire,Caisse,600.00
16/05/2019 22:15,Esprit Sushi Fribourg,Caisse principal 3,285,Entrée,Propriétaire,"De porte-monnaie à ",600.00
14/05/2019 18:36,Esprit Sushi Fribourg,Terminal mobile,316,Payout,Propriétaire,"Pourboire carte ",0.50
13/05/2019 22:57,Esprit Sushi Fribourg,Caisse principal 3,282,Payout,Propriétaire,"Postfinance ",1000.00
13/05/2019 22:18,Esprit Sushi Fribourg,Caisse principal 3,282,Entrée,Propriétaire,Depuis porte-monnaie,290.00
13/05/2019 22:16,Esprit Sushi Fribourg,Terminal mobile,315,Payout,Propriétaire,Vers caisse,290.00
13/05/2019 18:27,Esprit Sushi Fribourg,Caisse principal 3,282,Entrée,Propriétaire,Depuis porte-monnaie,300.00
13/05/2019 18:26,Esprit Sushi Fribourg,Terminal mobile,315,Payout,Propriétaire,Vers caisse,300.00
11/05/2019 14:47,Esprit Sushi Fribourg,Caisse principal 3,278,Entrée,Propriétaire,"Monnaie ",30.00
10/05/2019 23:39,Esprit Sushi Fribourg,Caisse principal 3,277,Payout,Propriétaire,"Postfinance ",1000.00
10/05/2019 22:05,Esprit Sushi Fribourg,Terminal mobile,311,Payout,Propriétaire,"Pourboire ",2.00
10/05/2019 14:13,Esprit Sushi Fribourg,Caisse principal 3,276,Payout,Propriétaire,"Courses ",20.00
10/05/2019 14:13,Esprit Sushi Fribourg,Caisse principal 3,276,Entrée,Propriétaire,"Porte-monnaie ",400.00
09/05/2019 17:56,Esprit Sushi Fribourg,Terminal mobile,310,Payout,Propriétaire,"Caisse ",400.00
06/05/2019 18:09,Esprit Sushi Fribourg,Terminal mobile,307,Payout,Propriétaire,Poste finance,500.00
06/05/2019 16:36,Esprit Sushi Fribourg,Caisse principal 3,273,Payout,Propriétaire,"Postfinance ",650.00
04/05/2019 21:33,Esprit Sushi Fribourg,Caisse principal 3,271,Payout,Propriétaire,Pourboire,1.00
04/05/2019 12:12,Esprit Sushi Fribourg,Caisse principal 3,270,Entrée,Propriétaire,"Monnaie ",10.00
02/05/2019 21:25,Esprit Sushi Fribourg,Terminal mobile,303,Payout,Propriétaire,"Pourboire ",2.00
02/05/2019 15:21,Esprit Sushi Fribourg,Caisse principal 3,268,Payout,Propriétaire,"Courses et ",20.00
01/05/2019 21:13,Esprit Sushi Fribourg,Caisse principal 3,267,Entrée,Propriétaire,"Depuis porte-monnaie ",200.00
01/05/2019 21:12,Esprit Sushi Fribourg,Terminal mobile,302,Payout,Propriétaire,"Vers caisse ",200.00
30/04/2019 21:29,Esprit Sushi Fribourg,Terminal mobile,301,Payout,Propriétaire,"Pourboire carte ",0.50
29/04/2019 23:12,Esprit Sushi Fribourg,Caisse principal 3,265,Payout,Propriétaire,"Postfinance ",920.00
28/04/2019 22:12,Esprit Sushi Fribourg,Caisse principal 3,264,Entrée,Propriétaire,Depuis porte-monnaie,170.00
