Magasin,PDV,Numéro d'équipe,Heure d'ouverture de quart de travail,Ouverture du service,Heure de fermeture de quart de travail,Le service est fermé,Espèces de départ,Règlement en espèces,Remboursements en espèces,Montant paiement entrant,Montant paiement sortant,Montant en espèces prévu,Montant en espèces réel,Différence
Esprit Sushi Fribourg,Caisse principal 3,243,11/04/2019 16:16,Propriétaire,11/04/2019 22:00,Propriétaire,835.00,108.70,0.00,0.00,507.00,436.70,436.70,0.00
Esprit Sushi Fribourg,Terminal mobile,281,11/04/2019 17:58,Propriétaire,11/04/2019 21:55,Propriétaire,997.20,73.00,0.00,0.00,600.00,470.20,470.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,242,10/04/2019 13:39,Propriétaire,10/04/2019 21:55,Propriétaire,739.60,95.40,0.00,0.00,0.00,835.00,835.00,0.00
Esprit Sushi Fribourg,Terminal mobile,280,10/04/2019 17:15,Propriétaire,10/04/2019 21:51,Propriétaire,421.15,576.05,0.00,0.00,0.00,997.20,997.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,241,09/04/2019 14:47,Propriétaire,09/04/2019 23:14,Propriétaire,438.10,101.50,0.00,200.00,0.00,739.60,739.60,0.00
Esprit Sushi Fribourg,Terminal mobile,279,09/04/2019 18:05,Propriétaire,09/04/2019 21:41,Propriétaire,517.65,103.50,0.00,0.00,200.00,421.15,421.15,0.00
Esprit Sushi Fribourg,Caisse principal 3,240,08/04/2019 16:45,Propriétaire,08/04/2019 21:54,Propriétaire,371.10,67.00,0.00,0.00,0.00,438.10,438.10,0.00
Esprit Sushi Fribourg,Terminal mobile,278,08/04/2019 16:43,Propriétaire,08/04/2019 21:52,Propriétaire,707.15,210.50,0.00,0.00,400.00,517.65,517.65,0.00
Esprit Sushi Fribourg,Caisse principal 3,239,07/04/2019 14:22,Propriétaire,07/04/2019 21:40,Propriétaire,489.40,181.70,0.00,400.00,700.00,371.10,371.10,0.00
Esprit Sushi Fribourg,Terminal mobile,277,07/04/2019 17:55,Propriétaire,07/04/2019 21:24,Propriétaire,903.65,203.50,0.00,0.00,400.00,707.15,707.15,0.00
Esprit Sushi Fribourg,Terminal mobile,276,07/04/2019 17:54,Propriétaire,07/04/2019 17:55,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,Terminal mobile,275,06/04/2019 18:04,Propriétaire,06/04/2019 22:36,Propriétaire,646.25,257.40,0.00,0.00,0.00,903.65,903.65,0.00
Esprit Sushi Fribourg,Caisse principal 3,238,06/04/2019 15:10,Propriétaire,06/04/2019 22:06,Propriétaire,439.40,50.00,0.00,0.00,0.00,489.40,489.40,0.00
Esprit Sushi Fribourg,Terminal mobile,274,05/04/2019 17:57,Propriétaire,05/04/2019 21:52,Propriétaire,412.75,233.50,0.00,0.00,0.00,646.25,646.25,0.00
Esprit Sushi Fribourg,Caisse principal 3,237,05/04/2019 15:50,Propriétaire,05/04/2019 21:48,Propriétaire,339.50,99.90,0.00,0.00,0.00,439.40,439.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,236,04/04/2019 14:43,Propriétaire,04/04/2019 22:20,Propriétaire,423.00,36.50,0.00,0.00,120.00,339.50,339.50,0.00
Esprit Sushi Fribourg,Terminal mobile,273,04/04/2019 14:42,Propriétaire,04/04/2019 22:07,Propriétaire,391.75,21.00,0.00,0.00,0.00,412.75,412.75,0.00
Esprit Sushi Fribourg,Terminal mobile,272,03/04/2019 18:06,Propriétaire,04/04/2019 14:41,Propriétaire,575.35,137.50,0.00,0.00,321.10,391.75,391.75,0.00
Esprit Sushi Fribourg,Caisse principal 3,235,03/04/2019 12:43,Propriétaire,03/04/2019 21:29,Propriétaire,423.00,0.00,0.00,0.00,0.00,423.00,423.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,234,02/04/2019 13:35,Propriétaire,02/04/2019 22:28,Propriétaire,413.40,9.60,0.00,0.00,0.00,423.00,423.00,0.00
Esprit Sushi Fribourg,Terminal mobile,271,02/04/2019 18:03,Propriétaire,02/04/2019 21:52,Propriétaire,474.35,81.00,0.00,0.00,0.00,555.35,555.35,0.00
Esprit Sushi Fribourg,Caisse principal 3,233,01/04/2019 14:50,Propriétaire,01/04/2019 21:18,Propriétaire,1210.20,3.20,0.00,0.00,800.00,413.40,413.40,0.00
Esprit Sushi Fribourg,Terminal mobile,270,01/04/2019 18:05,Propriétaire,01/04/2019 21:16,Propriétaire,716.35,58.00,0.00,0.00,300.00,474.35,474.35,0.00
Esprit Sushi Fribourg,Caisse principal 3,232,31/03/2019 14:05,Propriétaire,31/03/2019 22:44,Propriétaire,1248.80,101.40,0.00,0.00,140.00,1210.20,1210.20,0.00
Esprit Sushi Fribourg,Terminal mobile,269,31/03/2019 18:08,Propriétaire,31/03/2019 22:42,Propriétaire,434.35,282.00,0.00,0.00,0.00,716.35,716.35,0.00
Esprit Sushi Fribourg,Terminal mobile,268,30/03/2019 18:08,Propriétaire,30/03/2019 21:48,Propriétaire,936.85,97.50,0.00,0.00,600.00,434.35,434.35,0.00
Esprit Sushi Fribourg,Caisse principal 3,231,30/03/2019 14:29,Propriétaire,30/03/2019 21:47,Propriétaire,638.60,30.20,0.00,0.00,20.00,648.80,648.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,230,29/03/2019 14:31,Propriétaire,29/03/2019 22:16,Propriétaire,592.10,46.50,0.00,0.00,0.00,638.60,638.60,0.00
Esprit Sushi Fribourg,Terminal mobile,267,29/03/2019 17:58,Propriétaire,29/03/2019 22:14,Propriétaire,645.85,291.00,0.00,0.00,0.00,936.85,936.85,0.00
Esprit Sushi Fribourg,Terminal mobile,266,29/03/2019 17:57,Propriétaire,29/03/2019 17:58,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,229,28/03/2019 14:32,Propriétaire,29/03/2019 14:31,Propriétaire,480.10,112.00,0.00,0.00,0.00,592.10,592.10,0.00
Esprit Sushi Fribourg,Terminal mobile,265,28/03/2019 17:57,Propriétaire,28/03/2019 21:40,Propriétaire,511.35,134.50,0.00,0.00,0.00,645.85,645.85,0.00
Esprit Sushi Fribourg,Terminal mobile,264,27/03/2019 18:21,Propriétaire,27/03/2019 21:34,Propriétaire,387.35,124.00,0.00,400.00,400.00,511.35,511.35,0.00
Esprit Sushi Fribourg,Caisse principal 3,228,27/03/2019 11:51,Propriétaire,27/03/2019 21:34,Propriétaire,480.10,0.00,0.00,0.00,0.00,480.10,480.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,227,26/03/2019 14:35,Propriétaire,27/03/2019 11:51,Propriétaire,534.40,145.70,0.00,0.00,200.00,480.10,480.10,0.00
Esprit Sushi Fribourg,Terminal mobile,263,26/03/2019 18:16,Propriétaire,26/03/2019 21:26,Propriétaire,505.45,282.40,0.00,0.00,0.00,787.85,787.85,0.00
Esprit Sushi Fribourg,Caisse principal 3,226,25/03/2019 16:22,Propriétaire,25/03/2019 22:22,Propriétaire,474.50,59.90,0.00,0.00,0.00,534.40,534.40,0.00
Esprit Sushi Fribourg,Terminal mobile,262,25/03/2019 18:12,Propriétaire,25/03/2019 22:19,Propriétaire,689.95,115.50,0.00,0.00,300.00,505.45,505.45,0.00
Esprit Sushi Fribourg,Caisse principal 3,225,24/03/2019 14:36,Propriétaire,24/03/2019 22:45,Propriétaire,1173.30,3.20,0.00,506.00,1208.00,474.50,474.50,0.00
Esprit Sushi Fribourg,Terminal mobile,261,24/03/2019 18:08,Propriétaire,24/03/2019 22:24,Propriétaire,556.05,333.90,0.00,0.00,200.00,689.95,689.95,0.00
Esprit Sushi Fribourg,Caisse principal 3,224,23/03/2019 22:08,Propriétaire,24/03/2019 14:36,Propriétaire,1633.70,9.60,0.00,0.00,470.00,1173.30,1173.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,223,23/03/2019 14:57,Propriétaire,23/03/2019 21:51,Propriétaire,733.80,129.90,0.00,300.00,0.00,1163.70,1163.70,0.00
Esprit Sushi Fribourg,Terminal mobile,260,23/03/2019 15:02,Propriétaire,23/03/2019 21:48,Propriétaire,724.15,131.90,0.00,0.00,300.00,556.05,556.05,0.00
Esprit Sushi Fribourg,Caisse principal 3,222,22/03/2019 14:32,Propriétaire,22/03/2019 21:56,Propriétaire,341.00,392.80,0.00,0.00,0.00,733.80,733.80,0.00
Esprit Sushi Fribourg,Terminal mobile,259,22/03/2019 17:57,Propriétaire,22/03/2019 21:54,Propriétaire,580.15,144.00,0.00,0.00,0.00,724.15,724.15,0.00
Esprit Sushi Fribourg,Caisse principal 3,221,21/03/2019 14:47,Propriétaire,22/03/2019 14:32,Propriétaire,933.60,207.40,0.00,0.00,800.00,341.00,341.00,0.00
Esprit Sushi Fribourg,Terminal mobile,258,21/03/2019 18:00,Propriétaire,21/03/2019 21:49,Propriétaire,513.15,67.00,0.00,0.00,0.00,580.15,580.15,0.00
Esprit Sushi Fribourg,Terminal mobile,257,20/03/2019 18:17,Propriétaire,20/03/2019 21:33,Propriétaire,446.65,66.50,0.00,0.00,0.00,513.15,513.15,0.00
Esprit Sushi Fribourg,Caisse principal 3,220,20/03/2019 14:38,Propriétaire,20/03/2019 21:33,Propriétaire,831.60,102.00,0.00,0.00,0.00,933.60,933.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,219,19/03/2019 16:49,Propriétaire,20/03/2019 14:38,Propriétaire,789.90,61.70,0.00,0.00,20.00,831.60,831.60,0.00
Esprit Sushi Fribourg,Terminal mobile,256,19/03/2019 18:06,Propriétaire,19/03/2019 21:40,Propriétaire,437.40,48.50,0.00,0.00,39.25,446.65,446.65,0.00
Esprit Sushi Fribourg,Terminal mobile,255,18/03/2019 16:18,Propriétaire,18/03/2019 21:47,Propriétaire,775.40,62.00,0.00,0.00,400.00,437.40,437.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,218,18/03/2019 14:44,Propriétaire,18/03/2019 21:30,Propriétaire,389.90,0.00,0.00,400.00,0.00,789.90,789.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,217,17/03/2019 13:30,Propriétaire,17/03/2019 23:03,Propriétaire,531.00,58.90,0.00,0.00,200.00,389.90,389.90,0.00
Esprit Sushi Fribourg,Terminal mobile,254,17/03/2019 13:33,Propriétaire,17/03/2019 21:42,Propriétaire,533.00,422.40,0.00,20.00,200.00,775.40,775.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,216,16/03/2019 15:31,Propriétaire,16/03/2019 21:48,Propriétaire,1311.50,119.50,0.00,0.00,900.00,531.00,531.00,0.00
Esprit Sushi Fribourg,Terminal mobile,253,16/03/2019 18:03,Propriétaire,16/03/2019 21:25,Propriétaire,553.00,0.00,0.00,0.00,0.00,553.00,553.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,215,15/03/2019 15:43,Propriétaire,15/03/2019 22:23,Propriétaire,729.60,81.90,0.00,500.00,0.00,1311.50,1311.50,0.00
Esprit Sushi Fribourg,Terminal mobile,252,15/03/2019 18:00,Propriétaire,15/03/2019 22:21,Propriétaire,937.20,116.90,0.00,0.00,501.10,553.00,553.00,0.00
Esprit Sushi Fribourg,Terminal mobile,251,14/03/2019 17:59,Propriétaire,14/03/2019 22:33,Propriétaire,797.20,140.00,0.00,0.00,0.00,937.20,937.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,214,14/03/2019 17:19,Propriétaire,14/03/2019 21:57,Propriétaire,595.20,134.40,0.00,0.00,0.00,729.60,729.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,213,13/03/2019 16:54,Propriétaire,13/03/2019 21:53,Propriétaire,497.10,98.10,0.00,0.00,0.00,595.20,595.20,0.00
Esprit Sushi Fribourg,Terminal mobile,250,13/03/2019 17:58,Propriétaire,13/03/2019 21:51,Propriétaire,717.30,79.90,0.00,0.00,0.00,797.20,797.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,212,12/03/2019 14:36,Propriétaire,13/03/2019 16:54,Propriétaire,377.20,119.90,0.00,0.00,0.00,497.10,497.10,0.00
Esprit Sushi Fribourg,Terminal mobile,249,12/03/2019 19:19,Propriétaire,12/03/2019 21:35,Propriétaire,630.40,86.50,0.00,0.00,0.00,716.90,716.90,0.00
Esprit Sushi Fribourg,Terminal mobile,248,11/03/2019 18:12,Propriétaire,12/03/2019 19:19,Propriétaire,1403.90,126.50,0.00,0.00,900.00,630.40,630.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,211,11/03/2019 15:01,Propriétaire,12/03/2019 14:36,Propriétaire,755.20,22.00,0.00,900.00,1300.00,377.20,377.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,210,10/03/2019 14:09,Propriétaire,10/03/2019 22:40,Propriétaire,588.30,166.90,0.00,0.00,0.00,755.20,755.20,0.00
Esprit Sushi Fribourg,Terminal mobile,247,10/03/2019 18:00,Propriétaire,10/03/2019 22:32,Propriétaire,895.00,518.90,0.00,0.00,10.00,1403.90,1403.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,209,09/03/2019 12:38,Propriétaire,09/03/2019 21:49,Propriétaire,411.00,177.30,0.00,0.00,0.00,588.30,588.30,0.00
Esprit Sushi Fribourg,Terminal mobile,246,09/03/2019 18:13,Propriétaire,09/03/2019 21:48,Propriétaire,593.10,303.90,0.00,0.00,0.00,897.00,897.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,208,09/03/2019 12:34,Propriétaire,09/03/2019 12:35,Propriétaire,411.00,0.00,0.00,0.00,0.00,411.00,411.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,207,09/03/2019 12:34,Propriétaire,09/03/2019 12:34,Propriétaire,611.00,0.00,0.00,0.00,200.00,411.00,411.00,0.00
Esprit Sushi Fribourg,Terminal mobile,245,08/03/2019 17:58,Propriétaire,08/03/2019 21:43,Propriétaire,464.10,129.00,0.00,0.00,0.00,593.10,593.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,206,08/03/2019 16:28,Propriétaire,08/03/2019 21:39,Propriétaire,536.00,76.00,0.00,0.00,1.00,611.00,611.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,205,07/03/2019 14:57,Propriétaire,08/03/2019 16:28,Propriétaire,454.10,81.90,0.00,0.00,0.00,536.00,536.00,0.00
Esprit Sushi Fribourg,Terminal mobile,244,08/03/2019 13:44,Propriétaire,08/03/2019 13:44,Propriétaire,664.10,0.00,0.00,0.00,200.00,464.10,464.10,0.00
Esprit Sushi Fribourg,Terminal mobile,243,07/03/2019 18:02,Propriétaire,07/03/2019 21:30,Propriétaire,601.40,62.70,0.00,0.00,0.00,664.10,664.10,0.00
Esprit Sushi Fribourg,Terminal mobile,242,06/03/2019 18:03,Propriétaire,06/03/2019 22:13,Propriétaire,433.20,168.20,0.00,0.00,0.00,601.40,601.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,204,06/03/2019 14:31,Propriétaire,06/03/2019 22:13,Propriétaire,424.10,30.00,0.00,0.00,0.00,454.10,454.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,203,05/03/2019 16:34,Propriétaire,05/03/2019 22:24,Propriétaire,377.40,146.70,0.00,300.00,400.00,424.10,424.10,0.00
Esprit Sushi Fribourg,Terminal mobile,241,05/03/2019 18:06,Propriétaire,05/03/2019 22:23,Propriétaire,746.70,286.50,0.00,0.00,600.00,433.20,433.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,202,04/03/2019 16:06,Propriétaire,05/03/2019 16:34,Propriétaire,357.40,20.00,0.00,0.00,0.00,377.40,377.40,0.00
Esprit Sushi Fribourg,Terminal mobile,240,04/03/2019 18:05,Propriétaire,04/03/2019 22:10,Propriétaire,581.70,165.00,0.00,0.00,0.00,746.70,746.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,201,03/03/2019 11:51,Propriétaire,03/03/2019 21:48,Propriétaire,351.00,6.40,0.00,0.00,0.00,357.40,357.40,0.00
Esprit Sushi Fribourg,Terminal mobile,239,03/03/2019 18:05,Propriétaire,03/03/2019 21:47,Propriétaire,316.20,265.50,0.00,0.00,0.00,581.70,581.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,200,02/03/2019 15:50,Propriétaire,03/03/2019 11:51,Propriétaire,576.50,24.50,0.00,0.00,250.00,351.00,351.00,0.00
Esprit Sushi Fribourg,Terminal mobile,238,03/03/2019 11:49,Propriétaire,03/03/2019 11:50,Propriétaire,516.20,0.00,0.00,0.00,200.00,316.20,316.20,0.00
Esprit Sushi Fribourg,Terminal mobile,237,02/03/2019 18:03,Propriétaire,02/03/2019 21:38,Propriétaire,416.20,100.00,0.00,0.00,0.00,516.20,516.20,0.00
Esprit Sushi Fribourg,Terminal mobile,236,02/03/2019 15:51,Propriétaire,02/03/2019 15:51,Propriétaire,816.20,0.00,0.00,0.00,400.00,416.20,416.20,0.00
Esprit Sushi Fribourg,Terminal mobile,235,01/03/2019 13:28,Propriétaire,01/03/2019 22:14,Propriétaire,695.00,121.20,0.00,0.00,0.00,816.20,816.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,199,01/03/2019 16:31,Propriétaire,01/03/2019 22:14,Propriétaire,434.00,142.50,0.00,0.00,0.00,576.50,576.50,0.00
Esprit Sushi Fribourg,Terminal mobile,234,28/02/2019 18:04,Propriétaire,01/03/2019 13:27,Propriétaire,523.60,171.50,0.00,0.00,0.10,695.00,695.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,198,28/02/2019 17:45,Propriétaire,28/02/2019 22:01,Propriétaire,534.00,0.00,0.00,0.00,0.00,534.00,534.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,197,28/02/2019 17:44,Propriétaire,28/02/2019 17:45,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,196,27/02/2019 15:01,Propriétaire,27/02/2019 21:41,Propriétaire,413.50,20.50,0.00,0.00,0.00,434.00,434.00,0.00
Esprit Sushi Fribourg,Terminal mobile,233,27/02/2019 18:05,Propriétaire,27/02/2019 21:39,Propriétaire,435.10,88.50,0.00,0.00,0.00,523.60,523.60,0.00
Esprit Sushi Fribourg,Terminal mobile,232,26/02/2019 18:11,Propriétaire,26/02/2019 21:59,Propriétaire,376.70,64.50,0.00,0.00,6.10,435.10,435.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,195,26/02/2019 16:40,Propriétaire,26/02/2019 21:43,Propriétaire,413.50,0.00,0.00,0.00,0.00,413.50,413.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,194,25/02/2019 14:25,Propriétaire,25/02/2019 22:37,Propriétaire,753.50,60.00,0.00,0.00,400.00,413.50,413.50,0.00
Esprit Sushi Fribourg,Terminal mobile,231,25/02/2019 18:01,Propriétaire,25/02/2019 21:48,Propriétaire,321.70,55.00,0.00,0.00,0.00,376.70,376.70,0.00
Esprit Sushi Fribourg,Terminal mobile,230,25/02/2019 14:28,Propriétaire,25/02/2019 14:28,Propriétaire,621.70,0.00,0.00,0.00,300.00,321.70,321.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,193,24/02/2019 15:09,Propriétaire,24/02/2019 21:36,Propriétaire,472.60,80.90,0.00,200.00,0.00,753.50,753.50,0.00
Esprit Sushi Fribourg,Terminal mobile,229,24/02/2019 18:06,Propriétaire,24/02/2019 21:36,Propriétaire,594.20,264.00,36.50,0.00,200.00,621.70,621.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,192,23/02/2019 13:42,Propriétaire,23/02/2019 22:16,Propriétaire,401.70,70.90,0.00,0.00,0.00,472.60,472.60,0.00
Esprit Sushi Fribourg,Terminal mobile,228,23/02/2019 18:03,Propriétaire,23/02/2019 22:13,Propriétaire,471.20,223.00,0.00,0.00,100.00,594.20,594.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,191,22/02/2019 15:01,Propriétaire,23/02/2019 13:42,Propriétaire,855.90,205.80,0.00,0.00,660.00,401.70,401.70,0.00
Esprit Sushi Fribourg,Terminal mobile,227,22/02/2019 18:00,Propriétaire,22/02/2019 21:51,Propriétaire,402.20,69.00,0.00,0.00,0.00,471.20,471.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,190,21/02/2019 13:52,Propriétaire,21/02/2019 21:55,Propriétaire,509.50,96.40,0.00,250.00,0.00,855.90,855.90,0.00
Esprit Sushi Fribourg,Terminal mobile,226,21/02/2019 18:02,Propriétaire,21/02/2019 21:52,Propriétaire,569.70,82.50,0.00,0.00,250.00,402.20,402.20,0.00
Esprit Sushi Fribourg,Terminal mobile,225,20/02/2019 19:30,Propriétaire,20/02/2019 21:38,Propriétaire,491.50,78.20,0.00,0.00,0.00,569.70,569.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,189,20/02/2019 15:00,Propriétaire,20/02/2019 21:38,Propriétaire,422.00,87.50,0.00,0.00,0.00,509.50,509.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,188,19/02/2019 14:23,Propriétaire,19/02/2019 22:14,Propriétaire,422.00,0.00,0.00,0.00,0.00,422.00,422.00,0.00
Esprit Sushi Fribourg,Terminal mobile,224,19/02/2019 18:07,Propriétaire,19/02/2019 21:44,Propriétaire,422.00,69.50,0.00,0.00,0.00,491.50,491.50,0.00
Esprit Sushi Fribourg,Terminal mobile,223,17/02/2019 18:02,Propriétaire,19/02/2019 07:53,Propriétaire,790.60,231.40,0.00,0.00,600.00,422.00,422.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,187,18/02/2019 16:42,Propriétaire,18/02/2019 20:40,Propriétaire,515.40,6.40,0.00,0.00,0.00,521.80,521.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,186,17/02/2019 14:17,Propriétaire,17/02/2019 22:05,Propriétaire,512.90,2.50,0.00,0.00,0.00,515.40,515.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,185,16/02/2019 11:27,Propriétaire,16/02/2019 22:24,Propriétaire,2177.60,135.30,0.00,0.00,1800.00,512.90,512.90,0.00
Esprit Sushi Fribourg,Terminal mobile,222,16/02/2019 18:04,Propriétaire,16/02/2019 22:22,Propriétaire,613.30,377.30,0.00,0.00,200.00,790.60,790.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,184,15/02/2019 16:33,Propriétaire,15/02/2019 22:01,Propriétaire,1439.10,38.50,0.00,700.00,0.00,2177.60,2177.60,0.00
Esprit Sushi Fribourg,Terminal mobile,221,15/02/2019 18:06,Propriétaire,15/02/2019 21:58,Propriétaire,1168.40,144.90,0.00,0.00,700.00,613.30,613.30,0.00
Esprit Sushi Fribourg,Terminal mobile,220,14/02/2019 09:42,Propriétaire,14/02/2019 22:29,Propriétaire,0.00,605.20,0.00,563.20,0.00,1168.40,1168.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,183,14/02/2019 11:44,Propriétaire,14/02/2019 22:28,Propriétaire,615.40,881.70,0.00,0.00,58.00,1439.10,1439.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,182,13/02/2019 15:18,Propriétaire,13/02/2019 23:24,Propriétaire,459.20,96.20,0.00,60.00,0.00,615.40,615.40,0.00
Esprit Sushi Fribourg,Terminal mobile,219,13/02/2019 18:03,Propriétaire,13/02/2019 21:33,Propriétaire,469.30,35.90,0.00,0.00,0.00,505.20,505.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,181,12/02/2019 17:20,Propriétaire,13/02/2019 15:18,Propriétaire,369.40,89.80,0.00,0.00,0.00,459.20,459.20,0.00
Esprit Sushi Fribourg,Terminal mobile,218,12/02/2019 18:01,Propriétaire,12/02/2019 22:08,Propriétaire,448.40,22.00,0.00,0.00,1.10,469.30,469.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,180,11/02/2019 15:50,Propriétaire,11/02/2019 23:03,Propriétaire,969.40,0.00,0.00,200.00,800.00,369.40,369.40,0.00
Esprit Sushi Fribourg,Terminal mobile,217,11/02/2019 17:53,Propriétaire,11/02/2019 21:50,Propriétaire,821.90,26.50,0.00,0.00,200.00,648.40,648.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,179,10/02/2019 21:41,Propriétaire,10/02/2019 21:42,Propriétaire,964.40,5.00,0.00,0.00,0.00,969.40,969.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,178,10/02/2019 14:36,Propriétaire,10/02/2019 21:35,Propriétaire,970.40,0.00,0.00,0.00,6.00,964.40,964.40,0.00
Esprit Sushi Fribourg,Terminal mobile,216,10/02/2019 18:01,Propriétaire,10/02/2019 21:32,Propriétaire,764.40,57.50,0.00,0.00,0.00,821.90,821.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,177,09/02/2019 14:36,Propriétaire,09/02/2019 21:57,Propriétaire,577.40,193.00,0.00,400.00,200.00,970.40,970.40,0.00
Esprit Sushi Fribourg,Terminal mobile,215,09/02/2019 18:08,Propriétaire,09/02/2019 21:55,Propriétaire,828.60,335.80,0.00,0.00,400.00,764.40,764.40,0.00
Esprit Sushi Fribourg,Terminal mobile,214,08/02/2019 18:09,Propriétaire,08/02/2019 21:39,Propriétaire,595.20,233.40,0.00,0.00,0.00,828.60,828.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,176,08/02/2019 16:07,Propriétaire,08/02/2019 21:39,Propriétaire,615.90,111.50,0.00,100.00,250.00,577.40,577.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,175,07/02/2019 16:25,Propriétaire,07/02/2019 21:43,Propriétaire,375.90,40.00,0.00,200.00,0.00,615.90,615.90,0.00
Esprit Sushi Fribourg,Terminal mobile,213,07/02/2019 18:06,Propriétaire,07/02/2019 21:30,Propriétaire,692.80,102.40,0.00,0.00,200.00,595.20,595.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,174,05/02/2019 15:10,Propriétaire,06/02/2019 22:17,Propriétaire,477.00,204.90,0.00,214.00,520.00,375.90,375.90,0.00
Esprit Sushi Fribourg,Terminal mobile,212,06/02/2019 17:59,Propriétaire,06/02/2019 22:13,Propriétaire,517.30,225.50,0.00,0.00,50.00,692.80,692.80,0.00
Esprit Sushi Fribourg,Terminal mobile,211,05/02/2019 17:59,Propriétaire,05/02/2019 21:51,Propriétaire,404.60,112.70,0.00,0.00,0.00,517.30,517.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,173,04/02/2019 18:23,Propriétaire,04/02/2019 23:36,Propriétaire,263.00,34.00,0.00,0.00,0.00,297.00,297.00,0.00
Esprit Sushi Fribourg,Terminal mobile,210,04/02/2019 18:13,Propriétaire,04/02/2019 22:55,Propriétaire,457.70,246.90,0.00,0.00,0.00,704.60,704.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,172,03/02/2019 14:15,Propriétaire,03/02/2019 21:25,Propriétaire,747.00,96.00,0.00,0.00,400.00,443.00,443.00,0.00
Esprit Sushi Fribourg,Terminal mobile,209,03/02/2019 18:03,Propriétaire,03/02/2019 21:22,Propriétaire,1158.10,0.00,0.00,0.00,700.00,458.10,458.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,171,02/02/2019 21:37,Propriétaire,02/02/2019 21:38,Propriétaire,749.50,0.00,0.00,0.00,2.50,747.00,747.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,170,02/02/2019 21:37,Propriétaire,02/02/2019 21:37,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,169,02/02/2019 16:04,Propriétaire,02/02/2019 21:35,Propriétaire,669.60,79.90,0.00,0.00,0.00,749.50,749.50,0.00
Esprit Sushi Fribourg,Terminal mobile,208,02/02/2019 18:10,Propriétaire,02/02/2019 21:35,Propriétaire,910.60,242.10,0.00,0.00,0.00,1152.70,1152.70,0.00
